"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"Residences at Zero Penn","https://www.usgbc.org/projects/residences-zero-penn","","Quincy","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"UMass South College Academic Facility","https://www.usgbc.org/projects/umass-south-college-academic-facility","","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"The Edge","https://www.usgbc.org/projects/edge-1","27 Mar 2014","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Benfield Farms","https://www.usgbc.org/projects/benfield-farms","22 Sep 2014","Carlisle","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Catherine Street","https://www.usgbc.org/projects/catherine-street-0","16 Jul 2014","Jamaica Plain","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Univ Mass Amherst Football Training Fa","https://www.usgbc.org/projects/univ-mass-amherst-football-training-fa","22 Oct 2014","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Lake Street","https://www.usgbc.org/projects/lake-street","","Lexington","Massachusetts [MA]","United States [us]","Homes","v2008",""
"DEVENS TRANSITIONAL","https://www.usgbc.org/projects/devens-transitional","19 Aug 2010","Devens","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Plymouth North High School","https://www.usgbc.org/projects/plymouth-north-high-school","29 Oct 2014","Plymouth","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Gold"
"WPI New Residence Hall","https://www.usgbc.org/projects/wpi-new-residence-hall","29 Oct 2014","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Goodwin Procter - Boston","https://www.usgbc.org/projects/goodwin-procter-boston","","Boston","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Harvard FAS - William James 3-4 Floors","https://www.usgbc.org/projects/harvard-fas-william-james-3-4-floors","","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"ARC OFFICE","https://www.usgbc.org/projects/arc-office","","BOSTON","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"George A Weygand Hall","https://www.usgbc.org/projects/george-weygand-hall","6 Nov 2014","Bridgewater","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Arlington CSB Phase 3 Renovations","https://www.usgbc.org/projects/arlington-csb-phase-3-renovations","","Arlington","Massachusetts [MA]","United States [us]","Commercial Interiors","v4",""
"Old Colony Public Housing Redevelopment","https://www.usgbc.org/projects/old-colony-public-housing-redevelopment-1","11 Nov 2014","South Boston","Massachusetts [MA]","United States [us]","Neighborhood Development plan","v2009","Gold"
"Worcester State Univ. Athletic Center","https://www.usgbc.org/projects/worcester-state-univ-athletic-center","","Worcester","Massachusetts [MA]","United States [us]","New Construction","v4",""
"West Tisbury Library","https://www.usgbc.org/projects/west-tisbury-library","19 Nov 2014","West Tisbury","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Andover Classrooms Harvard Divinity Sch","https://www.usgbc.org/projects/andover-classrooms-harvard-divinity-sch","20 Nov 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"UNUM","https://www.usgbc.org/projects/unum","1 Dec 2014","Worcester","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"30 High St.","https://www.usgbc.org/projects/30-high-st","4 Nov 2014","Medford","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"16 Ford Crossing","https://www.usgbc.org/projects/16-ford-crossing","21 Nov 2014","Northamptom","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"10 Ford Crossing","https://www.usgbc.org/projects/10-ford-crossing","21 Nov 2014","Northamptom","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"4 Ford Crossing","https://www.usgbc.org/projects/4-ford-crossing","21 Nov 2014","Northamptom","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Stop & Shop Nantucket, MA","https://www.usgbc.org/projects/stop-shop-nantucket-ma","","Nantucket","Massachusetts [MA]","United States [us]","Retail - New Construction","v1.0 pilot",""
"Whittier Street","https://www.usgbc.org/projects/whittier-street","","Boston","Massachusetts [MA]","United States [us]","Neighborhood Development plan","v2009",""
"690 Canton","https://www.usgbc.org/projects/690-canton","11 Dec 2014","Westwood","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"10 St James Avenue Recertification","https://www.usgbc.org/projects/10-st-james-avenue-recertification","15 Dec 2014","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Silver"
"University Hall","https://www.usgbc.org/projects/university-hall","18 Dec 2014","Westfield","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Massachusetts Accelerator for Biomanufac","https://www.usgbc.org/projects/massachusetts-accelerator-biomanufac","19 Dec 2014","Fall River","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"Holbrook PK-12 School","https://www.usgbc.org/projects/holbrook-pk-12-school","","Holbrook","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"Gateway Park II","https://www.usgbc.org/projects/gateway-park-ii","6 Jan 2015","Worcester","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Certified"
"EMD Project Bridgeway","https://www.usgbc.org/projects/emd-project-bridgeway","6 Jan 2015","Billerica","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"Saint Polycarp Village: Phase 3","https://www.usgbc.org/projects/saint-polycarp-village-phase-3","11 Dec 2014","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Summer Star Wildlife Sanctuary","https://www.usgbc.org/projects/summer-star-wildlife-sanctuary","12 Jan 2015","Boylston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"The Lancaster","https://www.usgbc.org/projects/lancaster","","Brighton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"PeoplesBank Northampton","https://www.usgbc.org/projects/peoplesbank-northampton","26 Jan 2015","Northhampton","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Old Colony Phase Two Building F","https://www.usgbc.org/projects/old-colony-phase-two-building-f","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Platinum"
"Old Colony Phase Two Building B","https://www.usgbc.org/projects/old-colony-phase-two-building-b","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase Two Building C","https://www.usgbc.org/projects/old-colony-phase-two-building-c","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Platinum"
"Old Colony Phase Two Building D","https://www.usgbc.org/projects/old-colony-phase-two-building-d","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase Two Building E","https://www.usgbc.org/projects/old-colony-phase-two-building-e","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase Two Building G","https://www.usgbc.org/projects/old-colony-phase-two-building-g","9 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Vohra Residence","https://www.usgbc.org/projects/vohra-residence","6 Jan 2015","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Certified"
"Nelson Place Elementary School","https://www.usgbc.org/projects/nelson-place-elementary-school","","Worcester","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"Eco","https://www.usgbc.org/projects/eco","13 Jan 2015","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"The Commons at Southfield Highlands II","https://www.usgbc.org/projects/commons-southfield-highlands-ii","13 Jan 2015","South Weymouth","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"South Shore Hospital-Vertical Expansion","https://www.usgbc.org/projects/south-shore-hospital-vertical-expansion","4 Feb 2015","Weymouth","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"MIT.nano","https://www.usgbc.org/projects/mitnano","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Lincoln Town Offices","https://www.usgbc.org/projects/lincoln-town-offices","5 Feb 2015","Lincoln","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"MPA Ready Hangar","https://www.usgbc.org/projects/mpa-ready-hangar","8 Feb 2015","Cape Cod","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Ames Shovel Works- Building 1","https://www.usgbc.org/projects/ames-shovel-works-building-1","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Ames Shovel Works- Building 2","https://www.usgbc.org/projects/ames-shovel-works-building-2","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Ames Shovel Works- Building 5","https://www.usgbc.org/projects/ames-shovel-works-building-5","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Ames Shovel Works- Building 7","https://www.usgbc.org/projects/ames-shovel-works-building-7","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Ames Shovel Works- Building 3, Unit 101","https://www.usgbc.org/projects/ames-shovel-works-building-3-unit-101","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Ames Shovel Works- Building 6, Unit 101","https://www.usgbc.org/projects/ames-shovel-works-building-6-unit-101","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Ames Shovel Works - Building 4","https://www.usgbc.org/projects/ames-shovel-works-building-4","21 Jan 2015","Easton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"NMR Meditation Center","https://www.usgbc.org/projects/nmr-meditation-center","11 Feb 2015","Raynham","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Hess Center for the Arts","https://www.usgbc.org/projects/hess-center-arts","12 Feb 2015","Deerfield","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Certified"
"BCC1301 Hawthorne/Melville Renovation","https://www.usgbc.org/projects/bcc1301-hawthornemelville-renovation","","Pittsfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"NAC1001 Bowman Hall Renovation","https://www.usgbc.org/projects/nac1001-bowman-hall-renovation","","North Adams","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Converse Factory Store:  Assembly Row","https://www.usgbc.org/projects/converse-factory-store-assembly-row","2 Mar 2015","Somerville","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Gold"
"TD Bank - Concord MA - 1112 Main Street","https://www.usgbc.org/projects/td-bank-concord-ma-1112-main-street","","Concord","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009",""
"Worcester Blackstone Visitor Center","https://www.usgbc.org/projects/worcester-blackstone-visitor-center","","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Museum of Comparative Zoology - FAS","https://www.usgbc.org/projects/museum-comparative-zoology-fas","9 Mar 2015","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"TRC1209 DC1 Salem P/FC Building Reno","https://www.usgbc.org/projects/trc1209-dc1-salem-pfc-building-reno","","Salem","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Scituate Middle School","https://www.usgbc.org/projects/scituate-middle-school","","Scituate","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"The Alan and Sherry Leventhal Center","https://www.usgbc.org/projects/alan-and-sherry-leventhal-center","26 Mar 2015","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Charles Park","https://www.usgbc.org/projects/charles-park-0","27 Mar 2015","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"HMS Armenise 5th Floor","https://www.usgbc.org/projects/hms-armenise-5th-floor","","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Boston Logan ConRAC - Phase 1","https://www.usgbc.org/projects/boston-logan-conrac-phase-1","31 Mar 2015","East Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"73 Tremont","https://www.usgbc.org/projects/73-tremont","1 Apr 2015","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"Pendleton West Renovation and Addition","https://www.usgbc.org/projects/pendleton-west-renovation-and-addition","","Wellesley","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"HMS Seeley Mudd 2nd Floor","https://www.usgbc.org/projects/hms-seeley-mudd-2nd-floor","","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Elms College New Science Building","https://www.usgbc.org/projects/elms-college-new-science-building","7 Apr 2015","Chicopee","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"BU-EPIC","https://www.usgbc.org/projects/bu-epic","7 Apr 2015","Brookline","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Estabrook Elementary School","https://www.usgbc.org/projects/estabrook-elementary-school","8 Apr 2015","Lexington","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Silver"
"255 State Street","https://www.usgbc.org/projects/255-state-street-0","8 Apr 2015","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"Union Square Housing","https://www.usgbc.org/projects/union-square-housing","","Somerville","Massachusetts [MA]","United States [us]","Mid-rise","v2008",""
"Brookline Teen Center","https://www.usgbc.org/projects/brookline-teen-center","2 Apr 2015","Brookline","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"Assembly Row Block 2","https://www.usgbc.org/projects/assembly-row-block-2","23 Apr 2015","Somerville","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
